question_id,noise_rate,mode,m,budget,true_positives,false_positives,false_negatives,precision,recall,f1
3hop_comp_130,0.0,sell,1,20,18,0,52,1.0,0.2571428571428571,0.40909090909090906
3hop_comp_130,0.0,sell,2,20,25,0,45,1.0,0.35714285714285715,0.5263157894736842
3hop_comp_130,0.0,sell,3,20,29,0,41,1.0,0.4142857142857143,0.5858585858585859
3hop_comp_130,0.0,sell,1,200,18,0,52,1.0,0.2571428571428571,0.40909090909090906
3hop_comp_130,0.0,sell,2,200,25,0,45,1.0,0.35714285714285715,0.5263157894736842
3hop_comp_130,0.0,sell,3,200,29,0,41,1.0,0.4142857142857143,0.5858585858585859
3hop_comp_132,0.0,classic_lp,0,0,73,0,0,1.0,1.0,1.0
3hop_comp_132,0.0,sell,1,20,24,0,49,1.0,0.3287671232876712,0.49484536082474223
3hop_comp_132,0.0,sell,2,20,37,0,36,1.0,0.5068493150684932,0.6727272727272727
3hop_comp_132,0.0,sell,3,20,37,0,36,1.0,0.5068493150684932,0.6727272727272727
3hop_comp_132,0.0,sell,1,200,24,0,49,1.0,0.3287671232876712,0.49484536082474223
3hop_comp_132,0.0,sell,2,200,37,0,36,1.0,0.5068493150684932,0.6727272727272727
3hop_comp_132,0.0,sell,3,200,37,0,36,1.0,0.5068493150684932,0.6727272727272727
3hop_comp_137,0.0,classic_lp,0,0,80,0,0,1.0,1.0,1.0
3hop_comp_137,0.0,sell,1,20,29,0,51,1.0,0.3625,0.5321100917431192
3hop_comp_137,0.0,sell,2,20,37,0,43,1.0,0.4625,0.6324786324786326
3hop_comp_137,0.0,sell,3,20,40,0,40,1.0,0.5,0.6666666666666666
3hop_comp_137,0.0,sell,1,200,29,0,51,1.0,0.3625,0.5321100917431192
3hop_comp_137,0.0,sell,2,200,37,0,43,1.0,0.4625,0.6324786324786326
3hop_comp_137,0.0,sell,3,200,40,0,40,1.0,0.5,0.6666666666666666
3hop_comp_142,0.0,classic_lp,0,0,79,0,0,1.0,1.0,1.0
3hop_comp_142,0.0,sell,1,20,31,0,48,1.0,0.3924050632911392,0.5636363636363637
3hop_comp_142,0.0,sell,2,20,42,0,37,1.0,0.5316455696202531,0.6942148760330578
3hop_comp_142,0.0,sell,3,20,45,0,34,1.0,0.569620253164557,0.7258064516129034
3hop_comp_142,0.0,sell,1,200,31,0,48,1.0,0.3924050632911392,0.5636363636363637
3hop_comp_142,0.0,sell,2,200,42,0,37,1.0,0.5316455696202531,0.6942148760330578
3hop_comp_142,0.0,sell,3,200,45,0,34,1.0,0.569620253164557,0.7258064516129034
3hop_comp_0,0.1,classic_lp,0,0,66,0,7,1.0,0.9041095890410958,0.949640287769784
3hop_comp_0,0.1,sell,1,20,22,0,51,1.0,0.3013698630136986,0.4631578947368421
3hop_comp_0,0.1,sell,2,20,34,0,39,1.0,0.4657534246575342,0.6355140186915887
3hop_comp_0,0.1,sell,3,20,38,0,35,1.0,0.5205479452054794,0.6846846846846847
3hop_comp_0,0.1,sell,1,200,22,0,51,1.0,0.3013698630136986,0.4631578947368421
3hop_comp_0,0.1,sell,2,200,34,0,39,1.0,0.4657534246575342,0.6355140186915887
3hop_comp_0,0.1,sell,3,200,38,0,35,1.0,0.5205479452054794,0.6846846846846847
3hop_comp_3,0.1,classic_lp,0,0,75,0,0,1.0,1.0,1.0
3hop_comp_3,0.1,sell,1,20,25,0,50,1.0,0.3333333333333333,0.5
3hop_comp_3,0.1,sell,2,20,36,0,39,1.0,0.48,0.6486486486486487
3hop_comp_3,0.1,sell,3,20,36,0,39,1.0,0.48,0.6486486486486487
3hop_comp_3,0.1,sell,1,200,25,0,50,1.0,0.3333333333333333,0.5
3hop_comp_3,0.1,sell,2,200,36,0,39,1.0,0.48,0.6486486486486487
3hop_comp_3,0.1,sell,3,200,36,0,39,1.0,0.48,0.6486486486486487
3hop_comp_9,0.1,classic_lp,0,0,60,0,0,1.0,1.0,1.0
3hop_comp_9,0.1,sell,1,20,17,0,43,1.0,0.2833333333333333,0.4415584415584416
3hop_comp_9,0.1,sell,2,20,25,0,35,1.0,0.4166666666666667,0.5882352941176471
3hop_comp_9,0.1,sell,3,20,25,0,35,1.0,0.4166666666666667,0.5882352941176471
3hop_comp_9,0.1,sell,1,200,17,0,43,1.0,0.2833333333333333,0.4415584415584416
3hop_comp_9,0.1,sell,2,200,25,0,35,1.0,0.4166666666666667,0.5882352941176471
3hop_comp_9,0.1,sell,3,200,25,0,35,1.0,0.4166666666666667,0.5882352941176471
3hop_comp_10,0.1,classic_lp,0,0,76,0,0,1.0,1.0,1.0
3hop_comp_10,0.1,sell,1,20,24,0,52,1.0,0.3157894736842105,0.4799999999999999
3hop_comp_10,0.1,sell,2,20,38,0,38,1.0,0.5,0.6666666666666666
3hop_comp_10,0.1,sell,3,20,41,0,35,1.0,0.5394736842105263,0.7008547008547009
3hop_comp_10,0.1,sell,1,200,24,0,52,1.0,0.3157894736842105,0.4799999999999999
3hop_comp_10,0.1,sell,2,200,38,0,38,1.0,0.5,0.6666666666666666
3hop_comp_10,0.1,sell,3,200,41,0,35,1.0,0.5394736842105263,0.7008547008547009
3hop_comp_13,0.1,classic_lp,0,0,74,0,0,1.0,1.0,1.0
3hop_comp_13,0.1,sell,1,20,22,0,52,1.0,0.2972972972972973,0.4583333333333333
3hop_comp_13,0.1,sell,2,20,32,0,42,1.0,0.43243243243243246,0.6037735849056604
3hop_comp_13,0.1,sell,3,20,38,0,36,1.0,0.5135135135135135,0.6785714285714285
3hop_comp_13,0.1,sell,1,200,22,0,52,1.0,0.2972972972972973,0.4583333333333333
3hop_comp_13,0.1,sell,2,200,32,0,42,1.0,0.43243243243243246,0.6037735849056604
3hop_comp_13,0.1,sell,3,200,38,0,36,1.0,0.5135135135135135,0.6785714285714285
3hop_comp_15,0.1,classic_lp,0,0,64,0,0,1.0,1.0,1.0
3hop_comp_15,0.1,sell,1,20,15,0,49,1.0,0.234375,0.379746835443038
3hop_comp_15,0.1,sell,2,20,21,0,43,1.0,0.328125,0.49411764705882355
3hop_comp_15,0.1,sell,3,20,21,0,43,1.0,0.328125,0.49411764705882355
3hop_comp_15,0.1,sell,1,200,15,0,49,1.0,0.234375,0.379746835443038
3hop_comp_15,0.1,sell,2,200,21,0,43,1.0,0.328125,0.49411764705882355
3hop_comp_15,0.1,sell,3,200,21,0,43,1.0,0.328125,0.49411764705882355
3hop_comp_21,0.1,classic_lp,0,0,79,0,0,1.0,1.0,1.0
3hop_comp_21,0.1,sell,1,20,34,0,45,1.0,0.43037974683544306,0.6017699115044248
3hop_comp_21,0.1,sell,2,20,43,0,36,1.0,0.5443037974683544,0.7049180327868853
3hop_comp_21,0.1,sell,3,20,47,0,32,1.0,0.5949367088607594,0.7460317460317459
3hop_comp_21,0.1,sell,1,200,34,0,45,1.0,0.43037974683544306,0.6017699115044248
3hop_comp_21,0.1,sell,2,200,43,0,36,1.0,0.5443037974683544,0.7049180327868853
3hop_comp_21,0.1,sell,3,200,47,0,32,1.0,0.5949367088607594,0.7460317460317459
3hop_comp_26,0.1,classic_lp,0,0,80,0,0,1.0,1.0,1.0
3hop_comp_26,0.1,sell,1,20,35,0,45,1.0,0.4375,0.6086956521739131
3hop_comp_26,0.1,sell,2,20,42,0,38,1.0,0.525,0.6885245901639345
3hop_comp_26,0.1,sell,3,20,44,0,36,1.0,0.55,0.7096774193548387
3hop_comp_26,0.1,sell,1,200,35,0,45,1.0,0.4375,0.6086956521739131
3hop_comp_26,0.1,sell,2,200,42,0,38,1.0,0.525,0.6885245901639345
3hop_comp_26,0.1,sell,3,200,44,0,36,1.0,0.55,0.7096774193548387
3hop_comp_29,0.1,classic_lp,0,0,78,0,0,1.0,1.0,1.0
3hop_comp_29,0.1,sell,1,20,30,0,48,1.0,0.38461538461538464,0.5555555555555556
3hop_comp_29,0.1,sell,2,20,40,0,38,1.0,0.5128205128205128,0.6779661016949152
3hop_comp_29,0.1,sell,3,20,43,0,35,1.0,0.5512820512820513,0.7107438016528926
3hop_comp_29,0.1,sell,1,200,30,0,48,1.0,0.38461538461538464,0.5555555555555556
3hop_comp_29,0.1,sell,2,200,40,0,38,1.0,0.5128205128205128,0.6779661016949152
3hop_comp_29,0.1,sell,3,200,43,0,35,1.0,0.5512820512820513,0.7107438016528926
3hop_comp_32,0.1,classic_lp,0,0,76,4,4,0.95,0.95,0.9500000000000001
3hop_comp_32,0.1,sell,1,20,29,0,51,1.0,0.3625,0.5321100917431192
3hop_comp_32,0.1,sell,2,20,48,1,32,0.9795918367346939,0.6,0.7441860465116279
3hop_comp_32,0.1,sell,3,20,51,1,29,0.9807692307692307,0.6375,0.7727272727272727
3hop_comp_32,0.1,sell,1,200,29,0,51,1.0,0.3625,0.5321100917431192
3hop_comp_32,0.1,sell,2,200,48,1,32,0.9795918367346939,0.6,0.7441860465116279
3hop_comp_32,0.1,sell,3,200,51,1,29,0.9807692307692307,0.6375,0.7727272727272727
3hop_comp_35,0.1,classic_lp,0,0,67,5,10,0.9305555555555556,0.8701298701298701,0.8993288590604027
3hop_comp_35,0.1,sell,1,20,22,1,55,0.9565217391304348,0.2857142857142857,0.44
3hop_comp_35,0.1,sell,2,20,31,2,46,0.9393939393939394,0.4025974025974026,0.5636363636363637
3hop_comp_35,0.1,sell,3,20,31,2,46,0.9393939393939394,0.4025974025974026,0.5636363636363637
3hop_comp_35,0.1,sell,1,200,22,1,55,0.9565217391304348,0.2857142857142857,0.44
3hop_comp_35,0.1,sell,2,200,31,2,46,0.9393939393939394,0.4025974025974026,0.5636363636363637
3hop_comp_35,0.1,sell,3,200,31,2,46,0.9393939393939394,0.4025974025974026,0.5636363636363637
3hop_comp_36,0.1,classic_lp,0,0,71,0,0,1.0,1.0,1.0
3hop_comp_36,0.1,sell,1,20,17,0,54,1.0,0.23943661971830985,0.38636363636363635
3hop_comp_36,0.1,sell,2,20,30,0,41,1.0,0.4225352112676056,0.5940594059405941
3hop_comp_36,0.1,sell,3,20,35,0,36,1.0,0.49295774647887325,0.660377358490566
3hop_comp_36,0.1,sell,1,200,17,0,54,1.0,0.23943661971830985,0.38636363636363635
3hop_comp_36,0.1,sell,2,200,30,0,41,1.0,0.4225352112676056,0.5940594059405941
3hop_comp_36,0.1,sell,3,200,35,0,36,1.0,0.49295774647887325,0.660377358490566
3hop_comp_43,0.1,classic_lp,0,0,53,0,0,1.0,1.0,1.0
3hop_comp_43,0.1,sell,1,20,15,0,38,1.0,0.2830188679245283,0.4411764705882353
3hop_comp_43,0.1,sell,2,20,21,0,32,1.0,0.39622641509433965,0.5675675675675675
3hop_comp_43,0.1,sell,3,20,21,0,32,1.0,0.39622641509433965,0.5675675675675675
3hop_comp_43,0.1,sell,1,200,15,0,38,1.0,0.2830188679245283,0.4411764705882353
3hop_comp_43,0.1,sell,2,200,21,0,32,1.0,0.39622641509433965,0.5675675675675675
3hop_comp_43,0.1,sell,3,200,21,0,32,1.0,0.39622641509433965,0.5675675675675675
3hop_comp_46,0.1,classic_lp,0,0,61,16,4,0.7922077922077922,0.9384615384615385,0.8591549295774646
3hop_comp_46,0.1,sell,1,20,20,6,45,0.7692307692307693,0.3076923076923077,0.4395604395604395
3hop_comp_46,0.1,sell,2,20,29,7,36,0.8055555555555556,0.4461538461538462,0.5742574257425743
3hop_comp_46,0.1,sell,3,20,29,7,36,0.8055555555555556,0.4461538461538462,0.5742574257425743
3hop_comp_46,0.1,sell,1,200,20,6,45,0.7692307692307693,0.3076923076923077,0.4395604395604395
3hop_comp_46,0.1,sell,2,200,29,7,36,0.8055555555555556,0.4461538461538462,0.5742574257425743
3hop_comp_46,0.1,sell,3,200,29,7,36,0.8055555555555556,0.4461538461538462,0.5742574257425743
3hop_comp_53,0.1,classic_lp,0,0,75,0,0,1.0,1.0,1.0
3hop_comp_53,0.1,sell,1,20,25,0,50,1.0,0.3333333333333333,0.5
3hop_comp_53,0.1,sell,2,20,37,0,38,1.0,0.49333333333333335,0.6607142857142857
3hop_comp_53,0.1,sell,3,20,39,0,36,1.0,0.52,0.6842105263157895
3hop_comp_53,0.1,sell,1,200,25,0,50,1.0,0.3333333333333333,0.5
3hop_comp_53,0.1,sell,2,200,37,0,38,1.0,0.49333333333333335,0.6607142857142857
3hop_comp_53,0.1,sell,3,200,39,0,36,1.0,0.52,0.6842105263157895
3hop_comp_59,0.1,classic_lp,0,0,66,0,0,1.0,1.0,1.0
3hop_comp_59,0.1,sell,1,20,15,0,51,1.0,0.22727272727272727,0.37037037037037035
3hop_comp_59,0.1,sell,2,20,22,0,44,1.0,0.3333333333333333,0.5
3hop_comp_59,0.1,sell,3,20,28,0,38,1.0,0.42424242424242425,0.5957446808510638
3hop_comp_59,0.1,sell,1,200,15,0,51,1.0,0.22727272727272727,0.37037037037037035
3hop_comp_59,0.1,sell,2,200,22,0,44,1.0,0.3333333333333333,0.5
3hop_comp_59,0.1,sell,3,200,28,0,38,1.0,0.42424242424242425,0.5957446808510638
3hop_comp_60,0.1,classic_lp,0,0,64,0,0,1.0,1.0,1.0
3hop_comp_60,0.1,sell,1,20,30,0,34,1.0,0.46875,0.6382978723404256
3hop_comp_60,0.1,sell,2,20,36,0,28,1.0,0.5625,0.72
3hop_comp_60,0.1,sell,3,20,43,0,21,1.0,0.671875,0.8037383177570093
3hop_comp_60,0.1,sell,1,200,30,0,34,1.0,0.46875,0.6382978723404256
3hop_comp_60,0.1,sell,2,200,36,0,28,1.0,0.5625,0.72
3hop_comp_60,0.1,sell,3,200,43,0,21,1.0,0.671875,0.8037383177570093
3hop_comp_64,0.1,classic_lp,0,0,61,0,0,1.0,1.0,1.0
3hop_comp_64,0.1,sell,1,20,22,0,39,1.0,0.36065573770491804,0.5301204819277109
3hop_comp_64,0.1,sell,2,20,28,0,33,1.0,0.45901639344262296,0.6292134831460674
3hop_comp_64,0.1,sell,3,20,28,0,33,1.0,0.45901639344262296,0.6292134831460674
3hop_comp_64,0.1,sell,1,200,22,0,39,1.0,0.36065573770491804,0.5301204819277109
3hop_comp_64,0.1,sell,2,200,28,0,33,1.0,0.45901639344262296,0.6292134831460674
3hop_comp_64,0.1,sell,3,200,28,0,33,1.0,0.45901639344262296,0.6292134831460674
3hop_comp_67,0.1,classic_lp,0,0,75,0,0,1.0,1.0,1.0
3hop_comp_67,0.1,sell,1,20,28,0,47,1.0,0.37333333333333335,0.5436893203883496
3hop_comp_67,0.1,sell,2,20,37,0,38,1.0,0.49333333333333335,0.6607142857142857
3hop_comp_67,0.1,sell,3,20,42,0,33,1.0,0.56,0.717948717948718
3hop_comp_67,0.1,sell,1,200,28,0,47,1.0,0.37333333333333335,0.5436893203883496
3hop_comp_67,0.1,sell,2,200,37,0,38,1.0,0.49333333333333335,0.6607142857142857
3hop_comp_67,0.1,sell,3,200,42,0,33,1.0,0.56,0.717948717948718
3hop_comp_72,0.1,classic_lp,0,0,74,0,0,1.0,1.0,1.0
3hop_comp_72,0.1,sell,1,20,28,0,46,1.0,0.3783783783783784,0.5490196078431372
3hop_comp_72,0.1,sell,2,20,41,0,33,1.0,0.5540540540540541,0.7130434782608697
3hop_comp_72,0.1,sell,3,20,43,0,31,1.0,0.581081081081081,0.735042735042735
3hop_comp_72,0.1,sell,1,200,28,0,46,1.0,0.3783783783783784,0.5490196078431372
3hop_comp_72,0.1,sell,2,200,41,0,33,1.0,0.5540540540540541,0.7130434782608697
3hop_comp_72,0.1,sell,3,200,43,0,31,1.0,0.581081081081081,0.735042735042735
3hop_comp_73,0.1,classic_lp,0,0,72,0,0,1.0,1.0,1.0
3hop_comp_73,0.1,sell,1,20,35,0,37,1.0,0.4861111111111111,0.6542056074766355
3hop_comp_73,0.1,sell,2,20,35,0,37,1.0,0.4861111111111111,0.6542056074766355
3hop_comp_73,0.1,sell,3,20,35,0,37,1.0,0.4861111111111111,0.6542056074766355
3hop_comp_73,0.1,sell,1,200,35,0,37,1.0,0.4861111111111111,0.6542056074766355
3hop_comp_73,0.1,sell,2,200,35,0,37,1.0,0.4861111111111111,0.6542056074766355
3hop_comp_73,0.1,sell,3,200,35,0,37,1.0,0.4861111111111111,0.6542056074766355
3hop_comp_75,0.1,classic_lp,0,0,66,16,5,0.8048780487804879,0.9295774647887324,0.8627450980392157
3hop_comp_75,0.1,sell,1,20,22,4,49,0.8461538461538461,0.30985915492957744,0.45360824742268047
3hop_comp_75,0.1,sell,2,20,28,6,43,0.8235294117647058,0.39436619718309857,0.5333333333333333
3hop_comp_75,0.1,sell,3,20,30,8,41,0.7894736842105263,0.4225352112676056,0.5504587155963302
3hop_comp_75,0.1,sell,1,200,22,4,49,0.8461538461538461,0.30985915492957744,0.45360824742268047
3hop_comp_75,0.1,sell,2,200,28,6,43,0.8235294117647058,0.39436619718309857,0.5333333333333333
3hop_comp_75,0.1,sell,3,200,30,8,41,0.7894736842105263,0.4225352112676056,0.5504587155963302
3hop_comp_77,0.1,classic_lp,0,0,78,0,0,1.0,1.0,1.0
3hop_comp_77,0.1,sell,1,20,24,0,54,1.0,0.3076923076923077,0.47058823529411764
3hop_comp_77,0.1,sell,2,20,35,0,43,1.0,0.44871794871794873,0.6194690265486726
3hop_comp_77,0.1,sell,3,20,35,0,43,1.0,0.44871794871794873,0.6194690265486726
3hop_comp_77,0.1,sell,1,200,24,0,54,1.0,0.3076923076923077,0.47058823529411764
3hop_comp_77,0.1,sell,2,200,35,0,43,1.0,0.44871794871794873,0.6194690265486726
3hop_comp_77,0.1,sell,3,200,35,0,43,1.0,0.44871794871794873,0.6194690265486726
3hop_comp_81,0.1,classic_lp,0,0,70,4,0,0.9459459459459459,1.0,0.9722222222222222
3hop_comp_81,0.1,sell,1,20,26,1,44,0.9629629629629629,0.37142857142857144,0.5360824742268041
3hop_comp_81,0.1,sell,2,20,35,1,35,0.9722222222222222,0.5,0.660377358490566
3hop_comp_81,0.1,sell,3,20,35,1,35,0.9722222222222222,0.5,0.660377358490566
3hop_comp_81,0.1,sell,1,200,26,1,44,0.9629629629629629,0.37142857142857144,0.5360824742268041
3hop_comp_81,0.1,sell,2,200,35,1,35,0.9722222222222222,0.5,0.660377358490566
3hop_comp_81,0.1,sell,3,200,35,1,35,0.9722222222222222,0.5,0.660377358490566
3hop_comp_84,0.1,classic_lp,0,0,76,0,0,1.0,1.0,1.0
3hop_comp_84,0.1,sell,1,20,26,0,50,1.0,0.34210526315789475,0.5098039215686275
3hop_comp_84,0.1,sell,2,20,31,0,45,1.0,0.40789473684210525,0.5794392523364486
3hop_comp_84,0.1,sell,3,20,36,0,40,1.0,0.47368421052631576,0.6428571428571429
3hop_comp_84,0.1,sell,1,200,26,0,50,1.0,0.34210526315789475,0.5098039215686275
3hop_comp_84,0.1,sell,2,200,31,0,45,1.0,0.40789473684210525,0.5794392523364486
3hop_comp_84,0.1,sell,3,200,36,0,40,1.0,0.47368421052631576,0.6428571428571429
3hop_comp_85,0.1,classic_lp,0,0,69,0,0,1.0,1.0,1.0
3hop_comp_85,0.1,sell,1,20,23,0,46,1.0,0.3333333333333333,0.5
3hop_comp_85,0.1,sell,2,20,28,0,41,1.0,0.4057971014492754,0.577319587628866
3hop_comp_85,0.1,sell,3,20,28,0,41,1.0,0.4057971014492754,0.577319587628866
3hop_comp_85,0.1,sell,1,200,23,0,46,1.0,0.3333333333333333,0.5
3hop_comp_85,0.1,sell,2,200,28,0,41,1.0,0.4057971014492754,0.577319587628866
3hop_comp_85,0.1,sell,3,200,28,0,41,1.0,0.4057971014492754,0.577319587628866
3hop_comp_86,0.1,classic_lp,0,0,77,0,0,1.0,1.0,1.0
3hop_comp_86,0.1,sell,1,20,27,0,50,1.0,0.35064935064935066,0.5192307692307693
3hop_comp_86,0.1,sell,2,20,38,0,39,1.0,0.4935064935064935,0.6608695652173914
3hop_comp_86,0.1,sell,3,20,38,0,39,1.0,0.4935064935064935,0.6608695652173914
3hop_comp_86,0.1,sell,1,200,27,0,50,1.0,0.35064935064935066,0.5192307692307693
3hop_comp_86,0.1,sell,2,200,38,0,39,1.0,0.4935064935064935,0.6608695652173914
3hop_comp_86,0.1,sell,3,200,38,0,39,1.0,0.4935064935064935,0.6608695652173914
3hop_comp_87,0.1,classic_lp,0,0,79,0,0,1.0,1.0,1.0
3hop_comp_87,0.1,sell,1,20,39,0,40,1.0,0.4936708860759494,0.6610169491525424
3hop_comp_87,0.1,sell,2,20,47,0,32,1.0,0.5949367088607594,0.7460317460317459
3hop_comp_87,0.1,sell,3,20,45,0,34,1.0,0.569620253164557,0.7258064516129034
3hop_comp_87,0.1,sell,1,200,39,0,40,1.0,0.4936708860759494,0.6610169491525424
3hop_comp_87,0.1,sell,2,200,47,0,32,1.0,0.5949367088607594,0.7460317460317459
3hop_comp_87,0.1,sell,3,200,49,0,30,1.0,0.620253164556962,0.765625
3hop_comp_94,0.1,classic_lp,0,0,35,6,21,0.8536585365853658,0.625,0.7216494845360826
3hop_comp_94,0.1,sell,1,20,11,3,45,0.7857142857142857,0.19642857142857142,0.3142857142857143
3hop_comp_94,0.1,sell,2,20,11,3,45,0.7857142857142857,0.19642857142857142,0.3142857142857143
3hop_comp_94,0.1,sell,3,20,11,3,45,0.7857142857142857,0.19642857142857142,0.3142857142857143
3hop_comp_94,0.1,sell,1,200,11,3,45,0.7857142857142857,0.19642857142857142,0.3142857142857143
3hop_comp_94,0.1,sell,2,200,11,3,45,0.7857142857142857,0.19642857142857142,0.3142857142857143
3hop_comp_94,0.1,sell,3,200,11,3,45,0.7857142857142857,0.19642857142857142,0.3142857142857143
3hop_comp_96,0.1,classic_lp,0,0,44,4,25,0.9166666666666666,0.6376811594202898,0.752136752136752
3hop_comp_96,0.1,sell,1,20,24,2,45,0.9230769230769231,0.34782608695652173,0.5052631578947369
3hop_comp_96,0.1,sell,2,20,29,2,40,0.9354838709677419,0.42028985507246375,0.58
3hop_comp_96,0.1,sell,3,20,29,2,40,0.9354838709677419,0.42028985507246375,0.58
3hop_comp_96,0.1,sell,1,200,24,2,45,0.9230769230769231,0.34782608695652173,0.5052631578947369
3hop_comp_96,0.1,sell,2,200,29,2,40,0.9354838709677419,0.42028985507246375,0.58
3hop_comp_96,0.1,sell,3,200,29,2,40,0.9354838709677419,0.42028985507246375,0.58
3hop_comp_100,0.1,classic_lp,0,0,52,0,0,1.0,1.0,1.0
3hop_comp_100,0.1,sell,1,20,16,0,36,1.0,0.3076923076923077,0.47058823529411764
3hop_comp_100,0.1,sell,2,20,21,0,31,1.0,0.40384615384615385,0.5753424657534247
3hop_comp_100,0.1,sell,3,20,21,0,31,1.0,0.40384615384615385,0.5753424657534247
3hop_comp_100,0.1,sell,1,200,16,0,36,1.0,0.3076923076923077,0.47058823529411764
3hop_comp_100,0.1,sell,2,200,21,0,31,1.0,0.40384615384615385,0.5753424657534247
3hop_comp_100,0.1,sell,3,200,21,0,31,1.0,0.40384615384615385,0.5753424657534247
3hop_comp_103,0.1,classic_lp,0,0,51,0,0,1.0,1.0,1.0
3hop_comp_103,0.1,sell,1,20,15,0,36,1.0,0.29411764705882354,0.45454545454545453
3hop_comp_103,0.1,sell,2,20,22,0,29,1.0,0.43137254901960786,0.6027397260273972
3hop_comp_103,0.1,sell,3,20,22,0,29,1.0,0.43137254901960786,0.6027397260273972
3hop_comp_103,0.1,sell,1,200,15,0,36,1.0,0.29411764705882354,0.45454545454545453
3hop_comp_103,0.1,sell,2,200,22,0,29,1.0,0.43137254901960786,0.6027397260273972
3hop_comp_103,0.1,sell,3,200,22,0,29,1.0,0.43137254901960786,0.6027397260273972
3hop_comp_105,0.1,classic_lp,0,0,75,0,0,1.0,1.0,1.0
3hop_comp_105,0.1,sell,1,20,25,0,50,1.0,0.3333333333333333,0.5
3hop_comp_105,0.1,sell,2,20,33,0,42,1.0,0.44,0.6111111111111112
3hop_comp_105,0.1,sell,3,20,42,0,33,1.0,0.56,0.717948717948718
3hop_comp_105,0.1,sell,1,200,25,0,50,1.0,0.3333333333333333,0.5
3hop_comp_105,0.1,sell,2,200,33,0,42,1.0,0.44,0.6111111111111112
3hop_comp_105,0.1,sell,3,200,42,0,33,1.0,0.56,0.717948717948718
3hop_comp_108,0.1,classic_lp,0,0,76,0,0,1.0,1.0,1.0
3hop_comp_108,0.1,sell,1,20,27,0,49,1.0,0.35526315789473684,0.5242718446601942
3hop_comp_108,0.1,sell,2,20,39,0,37,1.0,0.5131578947368421,0.6782608695652175
3hop_comp_108,0.1,sell,3,20,39,0,37,1.0,0.5131578947368421,0.6782608695652175
3hop_comp_108,0.1,sell,1,200,27,0,49,1.0,0.35526315789473684,0.5242718446601942
3hop_comp_108,0.1,sell,2,200,39,0,37,1.0,0.5131578947368421,0.6782608695652175
3hop_comp_108,0.1,sell,3,200,39,0,37,1.0,0.5131578947368421,0.6782608695652175
3hop_comp_109,0.1,classic_lp,0,0,78,0,0,1.0,1.0,1.0
3hop_comp_109,0.1,sell,1,20,31,0,47,1.0,0.3974358974358974,0.5688073394495413
3hop_comp_109,0.1,sell,2,20,44,0,34,1.0,0.5641025641025641,0.7213114754098361
3hop_comp_109,0.1,sell,3,20,47,0,31,1.0,0.6025641025641025,0.7519999999999999
3hop_comp_109,0.1,sell,1,200,31,0,47,1.0,0.3974358974358974,0.5688073394495413
3hop_comp_109,0.1,sell,2,200,44,0,34,1.0,0.5641025641025641,0.7213114754098361
3hop_comp_109,0.1,sell,3,200,47,0,31,1.0,0.6025641025641025,0.7519999999999999
3hop_comp_110,0.1,classic_lp,0,0,30,8,25,0.7894736842105263,0.5454545454545454,0.6451612903225806
3hop_comp_110,0.1,sell,1,20,13,4,42,0.7647058823529411,0.23636363636363636,0.3611111111111111
3hop_comp_110,0.1,sell,2,20,13,4,42,0.7647058823529411,0.23636363636363636,0.3611111111111111
3hop_comp_110,0.1,sell,3,20,13,4,42,0.7647058823529411,0.23636363636363636,0.3611111111111111
3hop_comp_110,0.1,sell,1,200,13,4,42,0.7647058823529411,0.23636363636363636,0.3611111111111111
3hop_comp_110,0.1,sell,2,200,13,4,42,0.7647058823529411,0.23636363636363636,0.3611111111111111
3hop_comp_110,0.1,sell,3,200,13,4,42,0.7647058823529411,0.23636363636363636,0.3611111111111111
3hop_comp_112,0.1,classic_lp,0,0,37,0,0,1.0,1.0,1.0
3hop_comp_112,0.1,sell,1,20,18,0,19,1.0,0.4864864864864865,0.6545454545454547
3hop_comp_112,0.1,sell,2,20,18,0,19,1.0,0.4864864864864865,0.6545454545454547
3hop_comp_112,0.1,sell,3,20,18,0,19,1.0,0.4864864864864865,0.6545454545454547
3hop_comp_112,0.1,sell,1,200,18,0,19,1.0,0.4864864864864865,0.6545454545454547
3hop_comp_112,0.1,sell,2,200,18,0,19,1.0,0.4864864864864865,0.6545454545454547
3hop_comp_112,0.1,sell,3,200,18,0,19,1.0,0.4864864864864865,0.6545454545454547
3hop_comp_115,0.1,classic_lp,0,0,66,8,3,0.8918918918918919,0.9565217391304348,0.9230769230769231
3hop_comp_115,0.1,sell,1,20,23,1,46,0.9583333333333334,0.3333333333333333,0.49462365591397844
3hop_comp_115,0.1,sell,2,20,30,2,39,0.9375,0.43478260869565216,0.594059405940594
3hop_comp_115,0.1,sell,3,20,33,2,36,0.9428571428571428,0.4782608695652174,0.6346153846153846
3hop_comp_115,0.1,sell,1,200,23,1,46,0.9583333333333334,0.3333333333333333,0.49462365591397844
3hop_comp_115,0.1,sell,2,200,30,2,39,0.9375,0.43478260869565216,0.594059405940594
3hop_comp_115,0.1,sell,3,200,33,2,36,0.9428571428571428,0.4782608695652174,0.6346153846153846
3hop_comp_116,0.1,classic_lp,0,0,64,0,0,1.0,1.0,1.0
3hop_comp_116,0.1,sell,1,20,27,0,37,1.0,0.421875,0.5934065934065934
3hop_comp_116,0.1,sell,2,20,32,0,32,1.0,0.5,0.6666666666666666
