K,hops,mode,trace_size,verify_time_us,budget_used
5,1,classic_lp,0,6.4589985413476825,0
5,1,classic_lp,0,4.082998202648014,0
5,1,classic_lp,0,3.374996595084667,0
5,1,classic_lp,0,3.4580007195472717,0
5,1,classic_lp,0,3.1249946914613247,0
5,1,classic_lp,0,2.958004188258201,0
5,1,classic_lp,0,4.792003892362118,0
5,1,classic_lp,0,3.4999975468963385,0
5,1,classic_lp,0,3.25000291923061,0
5,1,classic_lp,0,3.374996595084667,0
5,1,classic_lp,0,3.7089994293637574,0
5,1,classic_lp,0,4.499997885432094,0
5,1,classic_lp,0,3.4999975468963385,0
5,1,classic_lp,0,4.749999789055437,0
5,1,classic_lp,0,4.749999789055437,0
5,1,classic_lp,0,3.9579972508363426,0
5,1,classic_lp,0,4.3339969124644995,0
5,1,classic_lp,0,3.792003553826362,0
5,1,classic_lp,0,3.291999746579677,0
5,1,classic_lp,0,3.4999975468963385,0
5,1,classic_lp,0,4.333000106271356,0
5,1,classic_lp,0,3.4999975468963385,0
5,1,classic_lp,0,3.249995643272996,0
5,1,classic_lp,0,2.9170041671022773,0
5,1,classic_lp,0,3.6670026020146906,0
5,1,classic_lp,0,3.082997864112258,0
5,1,classic_lp,0,3.082997864112258,0
5,1,classic_lp,0,4.499997885432094,0
5,1,classic_lp,0,3.2090028980746865,0
5,1,classic_lp,0,3.3329997677356005,0
5,1,classic_lp,0,3.125001967418939,0
5,1,classic_lp,0,3.2090028980746865,0
5,1,classic_lp,0,2.9579969123005867,0
5,1,classic_lp,0,3.0840019462630153,0
5,1,classic_lp,0,5.542002327274531,0
5,1,classic_lp,0,3.3750038710422814,0
5,1,classic_lp,0,2.9579969123005867,0
5,1,classic_lp,0,3.25000291923061,0
5,1,classic_lp,0,3.0840019462630153,0
5,1,classic_lp,0,4.250003257766366,0
5,1,classic_lp,0,3.4580007195472717,0
5,1,classic_lp,0,3.7080026231706142,0
5,1,classic_lp,0,3.1669987947680056,0
5,1,classic_lp,0,3.3329997677356005,0
5,1,classic_lp,0,2.8750000637955964,0
5,1,classic_lp,0,3.0419978429563344,0
5,1,classic_lp,0,3.6249984987080097,0
5,1,classic_lp,0,3.1669987947680056,0
5,1,classic_lp,0,3.416003892198205,0
5,1,classic_lp,0,2.8750000637955964,0
5,1,classic_lp,0,3.0419978429563344,0
5,2,sell,1,8.499999239575118,1
5,2,sell,1,6.499998562503606,1
